fk_id_innovation_info;fk_id_research_phases;fk_id_innovation_stg;fk_id_geo_scopes;fk_id_contrib_crp;fk_id_degree_inno;fk_id_location;fk_id_deliverables_info;fk_id_smo_org_types;fk_id_oics;fk_id_crp;fk_id_innovation_type;fk_id_phases
81;3;3;4;2;1;104;33;0;0;4;1;54
82;3;3;4;2;1;104;33;0;0;4;1;54
83;3;3;4;2;1;104;33;0;0;4;1;54
84;3;3;4;2;1;187;33;0;0;4;1;54
85;3;3;1;2;1;274;33;0;0;4;1;54
86;3;3;4;2;1;61;33;0;0;4;1;54
87;3;3;4;2;1;61;33;0;0;4;1;54
88;3;4;1;2;2;274;42;3;88;4;5;54
88;3;4;1;2;2;274;42;7;88;4;5;54
88;3;4;1;2;2;274;42;1;88;4;5;54
88;3;4;1;2;2;274;41;3;88;4;5;54
88;3;4;1;2;2;274;41;7;88;4;5;54
88;3;4;1;2;2;274;41;1;88;4;5;54
89;2;3;5;2;1;24;0;0;0;4;3;54
90;2;3;5;2;2;117;0;0;0;4;3;54
91;2;2;3;2;1;117;0;0;0;4;1;54
91;2;2;3;2;1;256;0;0;0;4;1;54
92;1;1;4;2;2;117;38;0;0;4;3;54
93;2;1;4;2;2;19;40;0;0;4;3;54
94;1;1;4;2;2;267;0;0;0;4;3;54
95;1;3;4;2;1;207;0;0;0;4;1;54
96;3;4;3;2;2;82;57;2;80;4;2;54
96;3;4;3;2;2;82;57;4;80;4;2;54
96;3;4;3;2;2;82;57;5;80;4;2;54
96;3;4;3;2;2;82;57;6;80;4;2;54
96;3;4;3;2;2;82;57;7;80;4;2;54
96;3;4;3;2;2;82;57;8;80;4;2;54
96;3;4;3;2;2;82;57;1;80;4;2;54
